authors,author_id,title,year,source_title,volume,issue,cited_by,author_keywords,index_keywords,document_type,article_no
Larsen B| Hovanski Y.,57201634652|18535712500|,Reducing Cycle Times of Refill Friction Stir Spot Welding in Automotive Aluminum Alloys,2020,SAE Technical Papers,2020-April,April,848,,Friction stir welding| Machine design| Spot welding| Welds| Automotive aluminum| Design limitations| Friction stir spot welding| Joining process| Long cycle time| Process parameters| Rotational velocity| Welding process| Aluminum alloys,Conference Paper,58
Stevenson P.D| Mattson C.A| Dahlin E.C.,57197765353|7004300863|8421746800|,A Method for Creating Product Social Impact Models of Engineered Products,2020,"Journal of Mechanical Design, Transactions of the ASME",142,4,314,Design for humans| Design for X| Product design| Sustainable design,Ecodesign| Engineers| Forecasting| Isomers| Product design| Sustainable development| Design for X| Engineered products| Engineering community| Engineering parameters| Performance measure| Product development process| Product requirements| U.S.-Mexico border| Economic and social effects,Article,59
Hyatt P| Killpack M.D.,57188681207|36349287300|,Real-Time Nonlinear Model Predictive Control of Robots Using a Graphics Processing Unit,2020,IEEE Robotics and Automation Letters,5,2,297,control architectures and programming| deep learning in robotics and automation| model learning for control| Optimization and optimal control,Computer graphics| Deep learning| Degrees of freedom (mechanics)| Graphics processing unit| Nonlinear systems| Predictive control systems| Program processors| Real time control| Robot programming| Robotics| Robots| Control architectures and programming| High degree of freedom systems| Model learning| Nonlinear model predictive control| Optimal solutions| Optimization and optimal control| Optimization method| Robotics applications| Model predictive control,Article,60
Keller A| Anderson J| Wirthlin M| Wen S.-J| Fung R| Chambers C.,57189235340|55547123342|7003292762|25639041400|55967471000|57218221803|,Using Partial Duplication with Compare to Detect Radiation-Induced Failure in a Commercial FPGA-Based Networking System,2020,IEEE International Reliability Physics Symposium Proceedings,2020-April,,729,electronic design automation| fault detection| radiation effects| redundancy| reliability,Fault detection| Field programmable gate arrays (FPGA)| Integrated circuit design| Network components| Circuit components| Fault detection techniques| Fault Injection techniques| Multiple clock domains| Networking systems| Neutron radiations| Partial duplications| Radiation-induced| Neutron irradiation,Conference Paper,61
Hamilton E.S| Ganjalizadeh V| Wright J.G| Schmidt H| Hawkins A.R.,56709287700|56387524600|57202735625|16422844400|7102975249|,3D hydrodynamic focusing in microscale optofluidic channels formed with a single sacrificial layer,2020,Micromachines,11,4,350,3D hydrodynamic focusing| Biosensor| Lab-on-a-chip| Liquid-core waveguide| Microfluidic| Microscale channel| Optofluidic| Reservoir effect| Single layer,Etching| Flow velocity| Fluorescence| Focusing| Hydrodynamics| Optical waveguides| Surface micromachining| Detection sensitivity| Fluorescent signals| Hydrodynamic focusing| Optofluidic devices| Pressure-driven flows| Sensitivity and specificity| Threedimensional (3-d)| Volumetric flow ratio| Flow of fluids,Article,62
Warnick K.F| Selvan K.T.,7003381644|6701834327|,"Teaching and Learning Electromagnetics in 2020: Issues, trends, opportunities, and ideas for developing courses",2020,IEEE Antennas and Propagation Magazine,62,2,559,,Curricula| Course development| Electromagnetics| EM theory| Engineering instructions| ITS applications| Teaching and learning| Teaching,Article,63
Fistler M| Kerstein A| Lignell D.O| Oevermann M.,57202445593|7004609408|8660143800|6506736843|,Turbulence modulation in particle-laden stationary homogeneous isotropic turbulence using one-dimensional turbulence,2020,Physical Review Fluids,5,4,822,,Energy dissipation| Kinetic energy| Kinetics| Modulation| Navier Stokes equations| Stochastic models| Stochastic systems| Turbulent flow| Energy dissipation rate| Homogeneous isotropic turbulence| Navier-Stokes turbulence| One dimensional turbulence| Particle Stokes number| Particle-induced turbulence| Physical interpretation| Statistical stationarity| Turbulence,Article,64
Shamsabadi A| Schwicht D.E.W| Dasmeh A| Rollins K.M| Taciroglu E.,6507359986|57214365851|57212088299|7003663333|6602889035|,Validated Lateral Seismic Force-Displacement Backbone Curves for High-Speed Rail Bridge Abutments,2020,Journal of Bridge Engineering,25,4,851,,Railroad transportation| Seismology| Stiffness| Backbone curves| High speed rail| Large scale tests| Parametric curve| Tectonic faults| Three dimensional finite element model| Vertical differential movement| Vertical stiffness| Abutments (bridge),Article,65
Manandhar K| Ren Y| Stasak D| Hou H| Kirsch D| Sarker S| Mehta A| Sardar S| Xiao M| Weaver J.L| León C| Hart G| Sunaoshi T| Lemmon J.P| Takeuchi I.,57216181629|36245410800|57191110417|56622088300|57195921912|57215904613|7402756644|57217317667|57195591421|57217789464|57216183270|57207901363|34873697600|56767836200|7102900497|,High-Throughput Exploration of Lithium-Alloy Protection Layers for High-Performance Lithium-Metal Batteries,2020,ACS Applied Energy Materials,3,3,511,Co-Sn alloy| combinatorial| high-throughput characterization| Li-metal battery| protection layer,Binary alloys| Cobalt alloys| Crystal structure| Crystallinity| Deposition| Lithium batteries| Metals| Thin films| Tin alloys| combinatorial| High through-put characterization| Li metal| Protection layers| Sn alloys| Lithium alloys,Article,66
Howell R.G| Jensen R.R| Petersen S.L| Larsen R.T.,57196422740|7403518015|36852156000|16245238300|,Measuring height characteristics of sagebrush (Artemisia sp.) using imagery derived from small unmanned aerial systems (SUAS),2020,Drones,4,1,786,Greater sage-grouse| Photogrammetry| Sagebrush| SUAS,,Article,67
Bahari M| Malmberg M.A| Brown D.M| Hadi Nazari S| Lewis R.S| Watt G.D| Harb J.N.,57202776341|57212879455|57212877661|57212877401|35262249500|7102405529|7007046711|,Oxidation efficiency of glucose using viologen mediators for glucose fuel cell applications with non-precious anodes,2020,Applied Energy,261,,779,Carbohydrate fuel cell| Glucose fuel cell| Glucose oxidation| Oxidation efficiency| Viologen mediator,Anodes| Electrochemical cells| Fuel cells| Glucose| Molar ratio| Oxygen| Reaction rates| Electrochemical conditions| Electrochemical experiments| Electrochemical reaction rates| Fuel cell application| Glucose fuel cells| Glucose oxidation| Oxidation efficiency| Viologens| Electrochemical oxidation| anoxic conditions| electrochemical method| electrode| experimental study| fuel cell| glucose| oxic conditions| oxidation| reaction rate,Article,68
Petrie A| Kinnison W| Song Y| Chiang S.-H.W| Layton K.,57212107391|57216754583|57200117690|35209941000|8342785400|,A 0.2-V 10-bit 5-kHz SAR ADC with Dynamic Bulk Biasing and Ultra-Low-Supply-Voltage Comparator,2020,Proceedings of the Custom Integrated Circuits Conference,2020-March,,548,ADC| comparator| low power| SAR| subthrehold operation| ultra low supply| variations,Comparators (optical)| Economic and social effects| Integrated circuits| Biasing circuit| Circuit functionality| Load capacitors| Low power application| Low supply voltages| Measurements of| Strength ratios| Subthreshold| Comparator circuits,Conference Paper,69
Taysom B.S| Sorensen C.D.,57190228554|7102879142|,Controlling martensite and pearlite formation with cooling rate and temperature control in rotary friction welding,2020,International Journal of Machine Tools and Manufacture,150,,287,Cooling rate| Friction welding| Microstructure control| Rotary friction welding| Temperature control| Transformation,Friction| Friction welding| Martensite| Martensitic transformations| Microstructure| Pearlite| Pearlitic transformations| Scanning electron microscopy| Temperature control| Welds| Cooling rates| Geometric properties| Interface temperatures| Microstructure control| Pearlitic microstructure| Rotary friction welding| Transformation| Weld microstructures| Cooling,Article,70
Guo Z| Zhang M| Lee D.-J| Simons T.,57211891331|57199244740|7406665619|57204433875|,Smart camera for quality inspection and grading of food products,2020,Electronics (Switzerland),9,3,24,Date grading| Evolutionary learning| Oyster grading| Quality grading| Smart camera| Visual inspection,,Article,71
Lee D.-J| Fuller S.G| McCown A.S.,7406665619|57215212754|57215211789|,Optimization and implementation of synthetic basis feature descriptor on FPGA,2020,Electronics (Switzerland),9,3,115,Feature descriptor| FPGA| Synthetic basis,,Article,72
Clayton M.F| Bilodeau R.A| Bowden A.E| Fullwood D.T.,57214076898|57198146081|7006441571|12142543700|,Nanoparticle orientation distribution analysis and design for polymeric piezoresistive sensors,2020,"Sensors and Actuators, A: Physical",303,,701,Finite element analysis (FEA)| Nanocomposite| Percolation theory| Piezoresistive sensor,Electron transport properties| Electron tunneling| Finite element method| Inverse problems| Matrix algebra| Nanocomposites| Nanoparticles| Percolation (solid state)| Poisson distribution| Polymers| Quantum chemistry| Solvents| Conductive nanoparticles| Effective medium theories| Orientation distributions| Percolation behavior| Percolation theory| Piezo-resistive behavior| Piezo-resistive sensors| Random resistor networks| Wearable sensors,Article,73
Ziaee M| Mahmood A| Crane N.B.,57191873151|57216430816|7003772744|,Optimization of laser sintering for demineralized bone/polycaprolactone composite powder for bone tissue scaffold,2020,Journal of Manufacturing and Materials Processing,4,1,180,Additive manufacturing| Demineralized bone matrix| Laser sintering| Optimization| Polycaprolactone| Porosity| Shrinkage| Tensile strength,,Article,74
Jin M| Zhu B| Mo J| Yang Z| Zhang X| Howell L.L.,55971908500|54415193700|56489679500|55522618700|55864283000|57211516485|,A CPRBM-based method for large-deflection analysis of contact-aided compliant mechanisms considering beam-to-beam contacts,2020,Mechanism and Machine Theory,145,,675,Chained pseudo-rigid-body model| Compliant mechanisms| Contact analysis| Large deflection,Compliant mechanisms| Deformation| Mechanisms| Potential energy functions| Rigid structures| Contact analysis| Contact-aided compliant mechanisms| Geometric constraint| Geometric information| Large deflection| Large deflection analysis| Pseudo-rigid body models| Static equilibrium configurations| Numerical methods,Article,75
Wu R| Beutler J| Baxter L.L.,57209110872|57206455220|7103248108|,Non-catalytic ash effect on char reactivity,2020,Applied Energy,260,,766,Ash| Biomass| Gasification| Non-catalytic,Ashes| Biomass| Fuels| Gasification| Particle size| Reaction rates| Char gasification| Char reactivity| Diffusion controlled| Kinetic reactions| Kinetic reactivity| Kinetically controlled| Non-catalytic| Theoretical modeling| Kinetics| ash| biomass| burning| catalysis| experimental study| reaction kinetics| reactive transport| theoretical study,Article,76
Morgan W.S| Christensen J.E| Hamilton P.K| Jorgensen J.J| Campbell B.J| Hart G.L.W| Forcade R.W.,57191108291|57212383793|57212379321|57202904399|7403279876|57207901363|6507391043|,Generalized regular k-point grid generation on the fly,2020,Computational Materials Science,173,,377,Density functional theory| Generalized grids| k-point grids| k-point sampling| Monkhorst-Pack| Regular grids,Brute force search| Generalized grids| K points| K-point sampling| On the flies| Regular grids| Symmetry reduction| Uniform distribution| Density functional theory,Article,77
Kunzler J.W| Bartschi J.M| Warnick K.F.,57196261400|57214229367|7003381644|,Compact structure with high TX-RX isolation for frequency domain duplexing on printed circuit boards,2020,Journal of Electromagnetic Waves and Applications,34,3,815,Electromagnetic isolation| frequency division duplexing| microwave printed circuit board| small aircraft| x band,Frequency division multiplexing| Frequency domain analysis| Low noise amplifiers| Microwave antennas| Notch filters| Printed circuit design| Receiving antennas| Slot antennas| Timing circuits| Defected ground plane| Electromagnetic isolation| Frequency division duplexed| Frequency division duplexing| Isolation performance| Small aircraft| Unmanned aerial systems| X bands| Printed circuit boards,Article,78
